-0.000301,0.000041,1.038530,0.004166,0.035296,-0.017156,0.999221,-0.035512,-0.013382,0.035196,0.099800,-0.206412,0.063956,0.013147,-0.005052,0.168319,-0.231320,-0.004731,0.345660,1.498382,-0.011110,1.499792,0.335519,-1.626040,-0.084113,1.499716
-0.000291,0.000064,1.037530,0.004172,0.034663,-0.017505,0.999237,-0.042001,-0.014023,0.046523,0.087384,-0.210597,0.072580,0.013209,0.003204,0.157315,-0.242701,-0.004324,0.403223,1.495949,0.003062,1.485937,0.425724,-1.622602,-0.170369,1.476947
-0.000493,0.000040,1.037241,0.004226,0.034533,-0.017837,0.999235,-0.043133,-0.014288,0.048306,0.086274,-0.211205,0.075092,0.013262,0.004114,0.156270,-0.245214,-0.003975,0.420499,1.495811,0.015688,1.485287,0.472806,-1.616588,-0.250254,1.455023
-0.000765,0.000062,1.037186,0.004318,0.034574,-0.018180,0.999227,-0.042865,-0.014546,0.048175,0.086407,-0.211143,0.076197,0.013061,0.003578,0.156692,-0.245821,-0.003735,0.429225,1.495698,0.024334,1.485253,0.502236,-1.610729,-0.318369,1.434482
-0.001043,0.000135,1.037204,0.004441,0.034749,-0.018520,0.999215,-0.042314,-0.014895,0.047660,0.086305,-0.210784,0.077001,0.012659,0.002654,0.157144,-0.245929,-0.003568,0.436398,1.495792,0.030760,1.485264,0.523810,-1.605589,-0.373718,1.417686
-0.001325,0.000228,1.037244,0.004546,0.035000,-0.018773,0.999201,-0.041852,-0.015193,0.046940,0.086093,-0.210350,0.077678,0.012253,0.001605,0.157462,-0.245829,-0.003432,0.442579,1.496462,0.036395,1.485271,0.540472,-1.601495,-0.417421,1.405269
-0.001621,0.000326,1.037284,0.004525,0.035298,-0.018930,0.999187,-0.041637,-0.015182,0.045745,0.086406,-0.210267,0.078347,0.012115,0.000425,0.157791,-0.245659,-0.003333,0.447609,1.497492,0.041655,1.485274,0.553899,-1.598290,-0.451837,1.396659
-0.001916,0.000426,1.037312,0.004530,0.035579,-0.019019,0.999176,-0.041646,-0.015194,0.044318,0.087120,-0.210514,0.079017,0.011912,-0.000829,0.158385,-0.245594,-0.003275,0.451300,1.498380,0.046038,1.485269,0.565017,-1.595669,-0.477836,1.390746
-0.002188,0.000548,1.037338,0.004528,0.035834,-0.019095,0.999165,-0.041756,-0.015270,0.042994,0.087774,-0.210773,0.079725,0.011709,-0.002081,0.159155,-0.245593,-0.003297,0.453577,1.499142,0.049404,1.485259,0.573485,-1.593754,-0.496919,1.385844
-0.002432,0.000685,1.037368,0.004507,0.036056,-0.019136,0.999156,-0.041941,-0.015361,0.041801,0.088354,-0.210910,0.080372,0.011561,-0.003249,0.159957,-0.245622,-0.003403,0.454100,1.499641,0.052224,1.485246,0.579108,-1.592310,-0.511207,1.381692
-0.002637,0.000822,1.037398,0.004496,0.036237,-0.019170,0.999149,-0.042125,-0.015481,0.040823,0.088821,-0.210917,0.080941,0.011408,-0.004256,0.160685,-0.245664,-0.003563,0.452894,1.499892,0.054030,1.485221,0.582173,-1.591162,-0.522035,1.378090
