-0.000496,0.000207,1.036418,0.011465,0.030965,-0.040269,0.998643,0.030147,-0.042739,0.060931,0.091294,-0.204494,0.072090,-0.015316,0.022235,0.171887,-0.235665,-0.018694,0.172751,1.499197,-0.045967,1.499451,0.128825,-1.634068,-0.092126,1.443705
-0.000132,0.000147,1.035212,0.011693,0.030220,-0.039492,0.998694,0.031761,-0.043564,0.072097,0.080389,-0.208608,0.080760,-0.015425,0.031299,0.160227,-0.248670,-0.020828,0.207964,1.498158,-0.055826,1.479684,0.202775,-1.626460,-0.193798,1.392846
0.000084,0.000132,1.034888,0.011787,0.030140,-0.039037,0.998714,0.031442,-0.043752,0.074535,0.079282,-0.209040,0.082240,-0.015347,0.032478,0.159179,-0.251567,-0.021760,0.220390,1.498634,-0.057451,1.475752,0.250375,-1.616014,-0.284767,1.359248
0.000251,0.000150,1.034819,0.011834,0.030116,-0.038609,0.998730,0.030820,-0.043829,0.075326,0.079173,-0.208920,0.081894,-0.015312,0.032782,0.159286,-0.252234,-0.022284,0.224761,1.498836,-0.056259,1.474446,0.281839,-1.605724,-0.360790,1.334658
0.000434,0.000189,1.034807,0.011778,0.030096,-0.038199,0.998747,0.030181,-0.043714,0.075826,0.079045,-0.208762,0.081211,-0.015133,0.033072,0.159415,-0.252419,-0.022643,0.226406,1.498879,-0.054549,1.473872,0.303606,-1.596521,-0.421823,1.315572
0.000624,0.000239,1.034804,0.011692,0.030072,-0.037819,0.998764,0.029608,-0.043562,0.076259,0.078875,-0.208664,0.080507,-0.014932,0.033353,0.159570,-0.252503,-0.022923,0.226953,1.498838,-0.052714,1.473548,0.319289,-1.588797,-0.468824,1.300351
0.000795,0.000312,1.034800,0.011585,0.030027,-0.037471,0.998779,0.029104,-0.043404,0.076649,0.078731,-0.208590,0.079849,-0.014727,0.033631,0.159756,-0.252580,-0.023159,0.227041,1.498783,-0.051067,1.473289,0.330771,-1.582721,-0.503799,1.288294
0.000932,0.000407,1.034794,0.011490,0.029964,-0.037164,0.998794,0.028663,-0.043299,0.076964,0.078661,-0.208554,0.079275,-0.014577,0.033869,0.159983,-0.252683,-0.023375,0.227031,1.498719,-0.049963,1.473100,0.339167,-1.578214,-0.529097,1.278924
0.001028,0.000533,1.034785,0.011424,0.029894,-0.036957,0.998804,0.028339,-0.043291,0.077210,0.078657,-0.208572,0.078890,-0.014532,0.033994,0.160299,-0.252829,-0.023574,0.227179,1.498585,-0.049472,1.473055,0.344935,-1.574928,-0.547527,1.271978
0.001083,0.000696,1.034775,0.011369,0.029822,-0.036857,0.998811,0.028164,-0.043348,0.077401,0.078699,-0.208637,0.078743,-0.014559,0.033978,0.160743,-0.252991,-0.023741,0.227588,1.498381,-0.049353,1.473197,0.348886,-1.572675,-0.560887,1.267520
0.001101,0.000898,1.034765,0.011328,0.029756,-0.036854,0.998813,0.028144,-0.043485,0.077528,0.078775,-0.208740,0.078815,-0.014667,0.033838,0.161262,-0.253151,-0.023860,0.228278,1.498122,-0.049436,1.473535,0.351487,-1.571278,-0.570325,1.264955
0.001081,0.001135,1.034756,0.011302,0.029679,-0.036913,0.998814,0.028233,-0.043691,0.077624,0.078890,-0.208880,0.079050,-0.014845,0.033647,0.161810,-0.253291,-0.023891,0.229230,1.497805,-0.049722,1.474042,0.353143,-1.570578,-0.576698,1.263818
0.001025,0.001411,1.034747,0.011275,0.029588,-0.037038,0.998812,0.028429,-0.043949,0.077702,0.079036,-0.209048,0.079443,-0.015076,0.033434,0.162348,-0.253393,-0.023829,0.230281,1.497465,-0.050060,1.474619,0.354237,-1.570407,-0.580715,1.263806
0.000933,0.001718,1.034740,0.011230,0.029487,-0.037204,0.998809,0.028697,-0.044206,0.077758,0.079193,-0.209224,0.079953,-0.015308,0.033222,0.162833,-0.253438,-0.023663,0.231282,1.497198,-0.050242,1.475180,0.354955,-1.570469,-0.582993,1.264139
0.000806,0.002046,1.034737,0.011180,0.029380,-0.037406,0.998806,0.029024,-0.044480,0.077794,0.079347,-0.209385,0.080551,-0.015557,0.033019,0.163239,-0.253432,-0.023405,0.232224,1.497039,-0.050323,1.475632,0.355360,-1.570546,-0.584204,1.264335
0.000649,0.002390,1.034739,0.011143,0.029288,-0.037634,0.998800,0.029397,-0.044798,0.077780,0.079482,-0.209511,0.081195,-0.015855,0.032799,0.163551,-0.253355,-0.023070,0.233109,1.497003,-0.050472,1.475919,0.355529,-1.570606,-0.584733,1.264373
0.000461,0.002743,1.034748,0.011110,0.029205,-0.037867,0.998794,0.029766,-0.045133,0.077742,0.079567,-0.209569,0.081795,-0.016179,0.032626,0.163673,-0.253171,-0.022671,0.233820,1.497075,-0.050785,1.476010,0.355492,-1.570714,-0.584761,1.264418
0.000244,0.003100,1.034768,0.011064,0.029149,-0.038084,0.998788,0.030152,-0.045439,0.077639,0.079591,-0.209548,0.082221,-0.016484,0.032569,0.163385,-0.252786,-0.022229,0.234394,1.497222,-0.051231,1.475906,0.355159,-1.570934,-0.584321,1.264570
-0.000006,0.003450,1.034799,0.011013,0.029118,-0.038266,0.998783,0.030496,-0.045710,0.077439,0.079591,-0.209452,0.082526,-0.016768,0.032558,0.162837,-0.252248,-0.021773,0.234995,1.497468,-0.051662,1.475487,0.354424,-1.571346,-0.583378,1.264864
-0.000295,0.003784,1.034837,0.011001,0.029110,-0.038414,0.998777,0.030806,-0.046029,0.077129,0.079596,-0.209268,0.082814,-0.017115,0.032437,0.162360,-0.251698,-0.021337,0.235512,1.497896,-0.051885,1.474883,0.353261,-1.571852,-0.581875,1.265074
