0.000235,-0.000036,1.024693,0.004933,0.030576,0.007086,0.999495,-0.043305,-0.048529,-0.012944,0.163311,-0.181934,0.007205,0.077999,-0.098628,-0.011969,0.255945,-0.228034,-0.007927,-0.004501,0.198162,1.547536,-0.053531,1.499827,0.052110,0.281123,0.110682,0.196747,-1.585047,-0.032072,1.498903,0.046393,0.174741,-0.098051
0.000169,-0.000014,1.024348,0.005035,0.030336,0.007871,0.999496,-0.049142,-0.041630,-0.013234,0.151540,-0.181958,0.008407,0.083054,-0.096121,-0.012141,0.253843,-0.235500,-0.009322,-0.006163,0.241782,1.539735,-0.032457,1.474757,0.031090,0.297770,0.123455,0.301258,-1.576623,-0.086836,1.453000,0.094712,0.196348,-0.113599
0.000040,0.000016,1.024247,0.005117,0.030068,0.008340,0.999500,-0.051023,-0.040282,-0.013519,0.149930,-0.181763,0.008703,0.083377,-0.095705,-0.012138,0.254218,-0.237089,-0.009840,-0.007340,0.275955,1.538092,-0.014326,1.462365,0.016183,0.303202,0.125450,0.379433,-1.573668,-0.135686,1.421747,0.121828,0.208008,-0.120592
-0.000093,0.000047,1.024213,0.005178,0.029891,0.008798,0.999501,-0.052237,-0.040365,-0.013689,0.150491,-0.181956,0.008928,0.082774,-0.095708,-0.012179,0.254749,-0.237517,-0.009929,-0.008196,0.301968,1.539396,0.000882,1.451934,0.006771,0.307331,0.121951,0.440189,-1.572444,-0.179983,1.402824,0.136266,0.210495,-0.123272
-0.000195,0.000098,1.024206,0.005217,0.029746,0.009245,0.999501,-0.053016,-0.040415,-0.013825,0.150819,-0.181867,0.008940,0.081877,-0.095674,-0.012259,0.255087,-0.237644,-0.009746,-0.008808,0.320458,1.538933,0.016338,1.444841,-0.000408,0.310190,0.124329,0.482812,-1.571162,-0.219891,1.385933,0.138412,0.215223,-0.130883
-0.000273,0.000123,1.024198,0.005267,0.029551,0.009659,0.999503,-0.054228,-0.040116,-0.013889,0.150836,-0.182041,0.008977,0.080924,-0.095380,-0.012285,0.255208,-0.237651,-0.009557,-0.009198,0.335892,1.538647,0.028265,1.439094,-0.002720,0.311424,0.124484,0.514330,-1.569478,-0.255453,1.370613,0.130971,0.222235,-0.129120
-0.000328,0.000204,1.024191,0.005305,0.029511,0.010034,0.999500,-0.054857,-0.040451,-0.014127,0.151376,-0.182121,0.009598,0.080230,-0.095446,-0.012473,0.255469,-0.237722,-0.009440,-0.009509,0.350882,1.542663,0.038737,1.434049,-0.002234,0.310643,0.117188,0.538304,-1.566542,-0.290020,1.357993,0.117735,0.228883,-0.123382
-0.000381,0.000289,1.024170,0.005295,0.029195,0.010355,0.999506,-0.055743,-0.040086,-0.014252,0.151819,-0.182436,0.009232,0.079567,-0.094806,-0.012522,0.255577,-0.238008,-0.009915,-0.009703,0.363332,1.543028,0.047074,1.429114,0.001803,0.311453,0.114484,0.555381,-1.564243,-0.322965,1.348016,0.099375,0.237725,-0.126052
-0.000400,0.000340,1.024141,0.005290,0.029072,0.010613,0.999507,-0.056179,-0.039904,-0.014323,0.151871,-0.182899,0.009294,0.079174,-0.094664,-0.012561,0.255868,-0.238252,-0.009730,-0.009886,0.372009,1.542484,0.055370,1.425568,0.006938,0.312540,0.113541,0.567581,-1.561428,-0.356896,1.338966,0.080053,0.244506,-0.126799
-0.000400,0.000370,1.024144,0.005328,0.028996,0.010869,0.999506,-0.056572,-0.040199,-0.014458,0.152593,-0.182865,0.009803,0.078805,-0.094537,-0.012671,0.256042,-0.238290,-0.009546,-0.010017,0.378313,1.541105,0.065385,1.423018,0.010795,0.312464,0.110337,0.578847,-1.558663,-0.388527,1.329611,0.058084,0.247220,-0.116600
-0.000390,0.000378,1.024144,0.005345,0.028737,0.011075,0.999511,-0.056582,-0.039586,-0.014554,0.152368,-0.182640,0.009449,0.078544,-0.094059,-0.012652,0.256341,-0.238554,-0.009698,-0.010141,0.384453,1.540024,0.073106,1.420201,0.017841,0.312264,0.110098,0.587042,-1.555842,-0.418684,1.320928,0.033279,0.250867,-0.115840
-0.000370,0.000363,1.024153,0.005235,0.028628,0.011214,0.999514,-0.057291,-0.039018,-0.014278,0.151763,-0.182513,0.009531,0.078419,-0.093990,-0.012355,0.256682,-0.238447,-0.009668,-0.010199,0.388560,1.538577,0.080373,1.417825,0.026288,0.314543,0.112917,0.590678,-1.552585,-0.449610,1.314353,0.008705,0.255757,-0.119699
-0.000343,0.000314,1.024158,0.005203,0.028609,0.011545,0.999510,-0.058065,-0.039237,-0.014119,0.152135,-0.182519,0.008991,0.077802,-0.093905,-0.012182,0.256707,-0.238461,-0.009981,-0.010177,0.383498,1.532584,0.089280,1.417597,0.036178,0.315023,0.117935,0.591501,-1.548746,-0.477828,1.307936,-0.017399,0.258104,-0.114889
-0.000302,0.000257,1.024157,0.005024,0.028480,0.011902,0.999511,-0.058686,-0.039091,-0.013665,0.152324,-0.182702,0.008551,0.077025,-0.093533,-0.011653,0.256628,-0.238420,-0.010349,-0.010137,0.389568,1.535428,0.097408,1.415807,0.043762,0.314608,0.113053,0.597135,-1.545469,-0.505021,1.300850,-0.044250,0.258094,-0.111609
-0.000278,0.000156,1.024154,0.004856,0.028246,0.012109,0.999516,-0.059249,-0.038991,-0.013187,0.153069,-0.183019,0.009051,0.076770,-0.093193,-0.011093,0.256929,-0.238386,-0.010296,-0.010110,0.393329,1.535783,0.107361,1.413781,0.050001,0.315909,0.112823,0.600086,-1.542198,-0.532193,1.294280,-0.069757,0.261304,-0.107159
-0.000216,0.000053,1.024136,0.004711,0.028001,0.012118,0.999523,-0.059599,-0.038841,-0.012741,0.154038,-0.183646,0.008703,0.076722,-0.092875,-0.010558,0.257308,-0.238489,-0.010672,-0.010034,0.396884,1.534938,0.117856,1.412544,0.055948,0.315771,0.111138,0.601253,-1.539492,-0.558119,1.288392,-0.093867,0.263454,-0.096105
-0.000113,-0.000049,1.024111,0.004615,0.027575,0.012024,0.999537,-0.059193,-0.038127,-0.012480,0.154824,-0.184325,0.008847,0.076986,-0.092032,-0.010101,0.257560,-0.238681,-0.010843,-0.009938,0.396467,1.531221,0.124698,1.409649,0.065426,0.319250,0.111128,0.601973,-1.537945,-0.581523,1.284211,-0.118021,0.264043,-0.090143
0.000026,-0.000132,1.024104,0.004641,0.027072,0.011881,0.999552,-0.059028,-0.036650,-0.012466,0.154606,-0.184283,0.008980,0.077176,-0.090826,-0.009952,0.257582,-0.238976,-0.010754,-0.009566,0.400655,1.535041,0.134904,1.409505,0.072179,0.318452,0.106770,0.600878,-1.535378,-0.604986,1.280881,-0.141644,0.266532,-0.087747
0.000156,-0.000176,1.024083,0.004663,0.026576,0.011704,0.999567,-0.058749,-0.034928,-0.012533,0.153837,-0.184498,0.008356,0.077278,-0.089572,-0.009836,0.257507,-0.239276,-0.011046,-0.009154,0.403906,1.535885,0.145796,1.409098,0.078481,0.319585,0.105874,0.600062,-1.533631,-0.629067,1.276801,-0.162555,0.268694,-0.082342
0.000226,-0.000246,1.024064,0.004755,0.026180,0.011754,0.999577,-0.058979,-0.034288,-0.012660,0.154350,-0.184730,0.008414,0.077505,-0.088565,-0.009906,0.257575,-0.239671,-0.010443,-0.008903,0.403001,1.532704,0.153158,1.406101,0.088110,0.321598,0.108680,0.601549,-1.532380,-0.650611,1.272624,-0.183423,0.269269,-0.078161
0.000263,-0.000283,1.024047,0.004764,0.025870,0.011914,0.999583,-0.059172,-0.033687,-0.012692,0.154420,-0.184894,0.008540,0.077169,-0.087874,-0.009793,0.257772,-0.239933,-0.010869,-0.008768,0.402614,1.532062,0.162985,1.405482,0.095345,0.322955,0.108469,0.604210,-1.530868,-0.670029,1.268861,-0.204809,0.270414,-0.072888
0.000242,-0.000317,1.024032,0.004770,0.025781,0.012140,0.999583,-0.059909,-0.033845,-0.012653,0.154855,-0.185038,0.009049,0.076866,-0.087801,-0.009748,0.258080,-0.240214,-0.010389,-0.008683,0.406878,1.534875,0.176722,1.405764,0.099618,0.320109,0.105589,0.606130,-1.528404,-0.688798,1.264929,-0.224483,0.271547,-0.062238
0.000178,-0.000343,1.024022,0.004880,0.025624,0.012354,0.999583,-0.060220,-0.034184,-0.012853,0.155766,-0.185241,0.008794,0.076747,-0.087652,-0.009911,0.258451,-0.240307,-0.011385,-0.008711,0.407185,1.531519,0.183866,1.402199,0.110071,0.320796,0.105259,0.608781,-1.526680,-0.703969,1.261267,-0.244537,0.271493,-0.052875
0.000100,-0.000356,1.024007,0.004915,0.025301,0.012584,0.999589,-0.060780,-0.034039,-0.012895,0.156582,-0.185604,0.008101,0.076378,-0.087067,-0.009848,0.258609,-0.240472,-0.011681,-0.008702,0.403819,1.530200,0.193053,1.403393,0.122407,0.318920,0.104745,0.608300,-1.524064,-0.711802,1.259225,-0.268120,0.269246,-0.040243
0.000024,-0.000336,1.024011,0.005071,0.025299,0.012655,0.999587,-0.060951,-0.034263,-0.013266,0.156762,-0.185463,0.008409,0.076338,-0.087152,-0.010241,0.258660,-0.240428,-0.011449,-0.008700,0.400484,1.529203,0.204656,1.403016,0.132717,0.317786,0.106218,0.607516,-1.523889,-0.722704,1.258454,-0.286232,0.267281,-0.025336
-0.000078,-0.000289,1.024008,0.005186,0.025218,0.012577,0.999589,-0.060632,-0.034091,-0.013646,0.156501,-0.185302,0.009598,0.076299,-0.087176,-0.010608,0.258791,-0.240519,-0.010388,-0.008742,0.400202,1.528669,0.213782,1.402340,0.144903,0.317140,0.104529,0.604473,-1.523452,-0.740092,1.258331,-0.299450,0.267001,-0.023601
-0.000203,-0.000266,1.024014,0.005351,0.025303,0.012548,0.999587,-0.060691,-0.034657,-0.014005,0.156876,-0.185163,0.009312,0.076443,-0.087684,-0.011033,0.259112,-0.240424,-0.010639,-0.008791,0.399882,1.528065,0.224230,1.401981,0.155313,0.317467,0.101370,0.603972,-1.522671,-0.758146,1.256703,-0.313079,0.265392,-0.028094
-0.000336,-0.000243,1.024016,0.005414,0.025208,0.012659,0.999587,-0.060862,-0.034543,-0.014112,0.156722,-0.185328,0.008332,0.076412,-0.087671,-0.011150,0.259179,-0.240104,-0.011590,-0.008837,0.398912,1.527620,0.235952,1.401905,0.164591,0.318977,0.102718,0.605924,-1.521932,-0.774729,1.253241,-0.326201,0.266490,-0.024402
-0.000487,-0.000189,1.024017,0.005560,0.024996,0.012479,0.999594,-0.060669,-0.034400,-0.014571,0.157041,-0.185192,0.008684,0.076847,-0.087532,-0.011535,0.259427,-0.240207,-0.011250,-0.009021,0.399849,1.526787,0.247283,1.401364,0.174232,0.320106,0.102756,0.606642,-1.521344,-0.789150,1.249281,-0.338476,0.266343,-0.021558
-0.000630,-0.000149,1.024019,0.005512,0.024928,0.012313,0.999598,-0.060301,-0.034676,-0.014546,0.157584,-0.185265,0.009167,0.077194,-0.087765,-0.011495,0.259662,-0.240076,-0.010651,-0.009148,0.400976,1.526187,0.261612,1.399709,0.181610,0.321078,0.101529,0.606195,-1.520241,-0.802113,1.246455,-0.351454,0.266385,-0.025214
-0.000779,-0.000119,1.024018,0.005570,0.024604,0.012108,0.999608,-0.059755,-0.034210,-0.014763,0.157772,-0.185379,0.009674,0.077462,-0.087223,-0.011632,0.259489,-0.239980,-0.010369,-0.009197,0.400076,1.523961,0.281434,1.397172,0.185424,0.321874,0.106600,0.605585,-1.519578,-0.810691,1.244053,-0.364041,0.265801,-0.017508
-0.000913,-0.000082,1.024017,0.005546,0.024452,0.011934,0.999614,-0.059996,-0.034214,-0.014735,0.158218,-0.185526,0.009819,0.077838,-0.087152,-0.011626,0.259509,-0.239823,-0.009887,-0.009147,0.399601,1.520655,0.299144,1.393577,0.192204,0.323210,0.112373,0.602908,-1.520422,-0.813391,1.244075,-0.377415,0.266695,-0.005619
-0.001034,-0.000036,1.023996,0.005506,0.024077,0.011649,0.999627,-0.059461,-0.033589,-0.014712,0.158500,-0.186031,0.008634,0.078432,-0.086791,-0.011499,0.259907,-0.239795,-0.011166,-0.009174,0.400011,1.517841,0.309850,1.388895,0.205277,0.323357,0.111114,0.596491,-1.522293,-0.814450,1.245039,-0.390155,0.267983,-0.001150
-0.001127,0.000020,1.023968,0.005476,0.023627,0.011519,0.999639,-0.059267,-0.032965,-0.014761,0.159146,-0.186651,0.008466,0.078991,-0.086236,-0.011429,0.260488,-0.239936,-0.011289,-0.009157,0.398600,1.515194,0.318859,1.384781,0.219588,0.324160,0.105165,0.590305,-1.524725,-0.814200,1.243884,-0.402096,0.268613,0.006043
-0.001205,0.000042,1.023949,0.005642,0.023170,0.011501,0.999649,-0.058874,-0.032382,-0.015268,0.159712,-0.186788,0.009685,0.079246,-0.085390,-0.011769,0.260721,-0.240315,-0.010212,-0.009136,0.395220,1.513577,0.327601,1.381101,0.234917,0.324388,0.103000,0.583107,-1.525975,-0.818422,1.241391,-0.409224,0.268429,0.009532
-0.001293,0.000076,1.023954,0.005704,0.022824,0.011313,0.999659,-0.058710,-0.032022,-0.015532,0.160316,-0.186577,0.010663,0.079461,-0.085078,-0.011909,0.261269,-0.240375,-0.009397,-0.009127,0.392930,1.512474,0.334543,1.378959,0.252132,0.325802,0.100303,0.576144,-1.526765,-0.823217,1.239083,-0.416461,0.269144,0.003837
-0.001386,0.000080,1.023925,0.005725,0.022443,0.010941,0.999672,-0.058362,-0.031066,-0.015555,0.160141,-0.187108,0.009799,0.080266,-0.084710,-0.011859,0.261791,-0.240538,-0.010713,-0.009186,0.391750,1.511631,0.343332,1.378293,0.267060,0.325480,0.095685,0.570257,-1.528050,-0.824655,1.237178,-0.424528,0.269712,0.005391
-0.001479,0.000084,1.023920,0.005735,0.022229,0.010725,0.999679,-0.057840,-0.030632,-0.015592,0.160134,-0.187273,0.009303,0.080947,-0.084561,-0.011864,0.262066,-0.240372,-0.011492,-0.009170,0.390687,1.511554,0.354789,1.378135,0.279075,0.325927,0.092308,0.565478,-1.528623,-0.826775,1.236587,-0.431076,0.269921,0.007924
